Temperature	Conductivity	Date	Time
256480	 6241.219	22 Nov 2024	18:22:17
256335	 6241.406	22 Nov 2024	18:22:19
256261	 6241.609	22 Nov 2024	18:22:21
256276	 6241.910	22 Nov 2024	18:22:23
256286	 6242.070	22 Nov 2024	18:22:25
256017	 6242.043	22 Nov 2024	18:22:27
